MMV name	SMILES	"Pbluc (Single Point Inhibition, %)"	"HepG2tox (Single Point Inhibition, %)"	IC50 PbLuc  2nd Round Average (CDD Vault)	IC90 PbLuc  2nd Round Average (CDD Vault)	 Hill slope PbLuc 2nd Round (CDD Vault)	R squared PbLuc 2nd Round (CDD Vault)	CC50 HepG2tox 2nd Round average (CDD Vault)	CC90 HepG2tox 2nd Round average (CDD Vault)	 Hill slope HepG2tox 2nd Round (CDD Vault)	R squared HepG2tox 2nd Round (CDD Vault)	IC50 FfLuc 2nd round (CDD Vault)	IC90 FfLuc 2nd round (CDD Vault)	 Hill slope FfLuc 2nd Round (CDD Vault)	R squared FfLuc 2nd Round (CDD Vault)
 MMV1141490	CN1C=CC=C1C(=O)N1CC2ON=C(C2C1)C1=CC=C(F)C=C1	91.0	-9	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1141607	ClC1=CC=C(CN2CCN(C2=O)C2=NC=C(O2)C(=O)NC2=CC=C3OCOC3=C2)C=C1	88.8	-15	3.79	> 10.0	1.65	0.722	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1141614	CC(C)(C)C1=C(NC(=O)C2=CSC(=N2)N2CCN(CCC3=CC=CC=C3)C2=O)C=CC=C1	84.3	7	9.01	> 10.0	20.4	0.59	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1141838	COC1=CC=C(CN2CCN(C2=O)C2=NC=C(S2)C(=O)NC2=CC=C3OCOC3=C2)C=C1	87.6	49	3.65	4.14	17.4	0.0851	6.13	> 10.0	2.58	0.97	> 10.0	> 10.0		
 MMV1142172	CNC(=O)C1=CN=C(S1)N1CCN(CC2=C(C=CC=C2)C#N)C1=O	94.4	-17	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142228	O=C(NC1=CC=C2OCOC2=C1)C1=CN=C(O1)N1CCN(CCC2=CC=CC=C2)C1=O	94.4	16	3.61	> 10.0	1.96	0.361	> 10.0	> 10.0	7.5	0.498	> 10.0	> 10.0		
 MMV1142256	OCC1=CC=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CC(CO)=CC=C1	90.2	44	1.34	2.83	2.94	0.59	3.79	9.69	2.34	0.973	> 10.0	> 10.0		
 MMV1142276	OCC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=CC=C1	85.9	31	5.02	7.66	5.19	0.0412	> 10.0	> 10.0	3.47	0.7	> 10.0	> 10.0		
 MMV1142278	OCC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(F)=CC=C1	92.4	1	3.42	4.21	10.6	0.281	> 10.0	> 10.0	8.96	0.692	> 10.0	> 10.0		
 MMV1142293	COC1=C(C=CC=C1)C1=NN2C(C=C1)=NC=C2C1=CC(NC(C)=O)=CC=C1	83.7	16	4.22	> 10.0	1.15	0.442	> 10.0	> 10.0	1.56	0.888	> 10.0	> 10.0		
 MMV1142315	COC1=CC(=CC(OC)=C1OC)C1=NN2C(C=C1)=NC=C2C1=CC(NC(C)=O)=CC=C1	90.2	13	0.995	4.34	1.49	0.582	5.93	> 10.0	0.736	0.983	> 10.0	> 10.0		
 MMV1142319	COC1=CC(=CC(OC)=C1OC)C1=NN2C(C=C1)=NC=C2C1=CC(CO)=CC=C1	90.2	48	1.66	2.51	5.29	0.606	6.01	> 10.0	2.11	0.989	> 10.0	> 10.0		
 MMV1142321	OCC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=C(F)C=C1	91.3	30	3.39	6.8	3.16	0.564	9.57	> 10.0	2.34	0.934	> 10.0	> 10.0		
 MMV1142341	OCC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(OC(F)(F)F)=CC=C1	88.0	12	3.54	4.21	12.7	0.452	> 10.0	> 10.0	8.38	0.945	> 10.0	> 10.0		
 MMV1142353	FC(F)(F)C1=CC(=CC=C1)C1=NN2C(C=C1)=NC=C2C1=CC=NC=C1	96.7	18	0.969	1.31	7.22	0.51	> 10.0	> 10.0	8.22	0.275	> 10.0	> 10.0		
 MMV1142359	CC(=O)NC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=C(C=C1)S(C)(=O)=O	83.7	24	5.31	9.62	3.7	0.22	> 10.0	> 10.0	0.982	0.906	> 10.0	> 10.0		
 MMV1142363	CS(=O)(=O)C1=CC=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CC(CO)=CC=C1	86.9	26	3.37	3.89	15.3	0.0795	> 10.0	> 10.0	2.77	0.883	> 10.0	> 10.0		
 MMV1142367	CC(=O)NC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=CC=C1	88.0	35	3.87	> 10.0	1	0.535	> 10.0	> 10.0	0.716	0.978	> 10.0	> 10.0		
 MMV1142419	FC(F)(F)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=CS1	90.2	24	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142420	COC1=CC(OC)=C(C=C1)C1=CN2C(=CN=C2C(NC=O)=C1)C1=CC(OC)=C(OC)C=C1	88.0	47	0.0312	0.0326	48.6	0.635	0.141	3.79	0.668	0.811	> 7.61	> 7.61		
 MMV1142421	FC(F)(F)OC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CN=CN=C1	96.7	34	2.29	3.91	4.12	0.479	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142429	COC1=C(C=CC=C1)C1=NN2C(C=C1)=NC=C2C1=CC=C(CO)C=C1	84.8	16	7.5	> 10.0	4.49	0.462	> 10.0	> 10.0	1.85	0.196	> 10.0	> 10.0		
 MMV1142430	OCC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC=CC(=C1)C(F)(F)F	97.8	45	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142433	CC(=O)NC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=CS1	92.4	24	2.81	> 10.0	0.967	0.554	> 10.0	> 10.0	0.699	0.927	> 10.0	> 10.0		
 MMV1142434	NC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=CS1	91.3	23	4.09	> 10.0	2.21	0.712	> 10.0	> 10.0	0.701	0.861	> 10.0	> 10.0		
 MMV1142448	FC(F)(F)C1=CC(=CC=C1)C1=NN2C(C=C1)=NC=C2C1=CC2=C(OCO2)C=C1	93.5	-16	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142458	CS(=O)(=O)C1=CC=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CC(=CC=C1)C(F)(F)F	90.2	31	2.78	> 10.0	1.39	0.572	> 10.0	> 10.0	4.16	0.913	> 10.0	> 10.0		
 MMV1142471	OCC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(F)=CC=C1	94.6	4	3.13	8.2	2.28	0.536	> 10.0	> 10.0	9.34	0.811	3.34	3.8	16.8	0.417
 MMV1142476	S1C=CC=C1C1=CN=C2C=CC(=NN12)C1=C2C=CC=NC2=CC=C1	92.4	15	2.49	5.26	2.95	0.78	> 10.0	> 10.0	3.19	0.792	> 10.0	> 10.0		
 MMV1142483	CC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(O)=CC=C1	93.5	40	3.34	3.6	30	0.547	8.92	> 10.0	4.7	0.977	> 10.0	> 10.0		
 MMV1142488	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(OC(F)(F)F)=CC=C1	92.4	0	1.38	> 10.0	0.974	0.617	> 10.0	> 10.0	7.2	0.65	> 10.0	> 10.0		
 MMV1142490	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CN=CN=C1	93.5	9	2.58	3.69	6.15	0.481	> 10.0	> 10.0	1.11	0.828	> 10.0	> 10.0		
 MMV1142504	FC(F)(F)OC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=CS1	92.4	12	4.43	7.53	4.13	0.323	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142510	NC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(O)=CC=C1	86.9	45	5.57	7.72	6.74	0.592	8.1	> 10.0	3.39	0.986	> 10.0	> 10.0		
 MMV1142514	C1OC2=C(O1)C=C(C=C2)C1=NN2C(C=C1)=NC=C2C1=CC=CS1	86.9	49	4.56	> 10.0	2.18	0.249	9.46	> 10.0	2.2	0.859	> 10.0	> 10.0		
 MMV1142525	OC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=C2C=CC=NC2=CC=C1	95.6	34	1.84	> 10.0	1.24	0.528	8.3	> 10.0	3.26	0.941	> 10.0	> 10.0		
 MMV1142530	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(Cl)=CC=C1	84.8	7	2.24	8.63	1.63	0.591	> 10.0	> 10.0	0.743	0.718	> 10.0	> 10.0		
 MMV1142546	C1=C(N2N=C(C=CC2=N1)C1=CC=CC=C1)C1=CN=CC=C1	94.6	30	2.84	3.68	8.44	0.581	9.7	> 10.0	3.18	0.875	> 10.0	> 10.0		
 MMV1142555	OCC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC=C(F)C=C1	95.6	41	0.738	5.21	1.12	0.781	6.89	> 10.0	1.97	0.914	> 10.0	> 10.0		
 MMV1142574	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(OC2=CC=CC=C2)=CC=C1	90.2	-6	1.9	> 10.0	1.12	0.566	> 10.0	> 10.0	0.164	0.772	> 10.0	> 10.0		
 MMV1142588	COC1=C(C=CC=C1)C1=NN2C(C=C1)=NC=C2C1=CN=CC=C1	95.6	10	3.67	4.41	11.9	0.526	> 10.0	> 10.0	0.11	0.0747	> 10.0	> 10.0		
 MMV1142590	FC1=CC=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CN=CC=C1	94.6	14	> 3.33	> 3.33			> 10.0	> 10.0	0.173	0.325	> 10.0	> 10.0		
 MMV1142597	OCC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=COC=C1	91.3	37	4.97	> 10.0	2.84	0.402	8.84	> 10.0	1.39	0.841	> 10.0	> 10.0		
 MMV1142598	COC1=CC(=CC(OC)=C1OC)C1=NN2C(C=C1)=NC=C2C1=CC=CS1	97.8	39	2.04	4.08	3.17	0.64	> 10.0	> 10.0	2.45	0.958	> 10.0	> 10.0		
 MMV1142600	OCC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=CS1	84.8	24	3.38	4.05	12.1	0.638	6.9	> 10.0	1.03	0.934	> 10.0	> 10.0		
 MMV1142620	COC1=C(OC)C=C(C=C1)C1=CN=C2C=CC(CC3=CC=CC=C3)=NN12	86.9	18	3.16	3.83	11.4	0.574	> 10.0	> 10.0	1.09	0.956	> 10.0	> 10.0		
 MMV1142623	COC1=CC(OC)=C(C=C1)C1=CN2C(=CN=C2C(NC=O)=C1)C1=CC(OC)=CC=C1	84.8	45	0.0629	0.664	0.932	0.666	0.135	> 8.18	0.453	0.602	> 8.18	> 8.18		
 MMV1142624	NC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(=CC=C1)C(F)(F)F	85.9	40	1.48	2.09	6.36	0.594	9.92	> 10.0	10.8	0.783	> 10.0	> 10.0		
 MMV1142632	O1C=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CN=CC=C1	83.7	17	1.63	> 10.0	1.15	0.722	> 10.0	> 10.0	0.706	0.847	> 10.0	> 10.0		
 MMV1142638	OCC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(Cl)=CC=C1	86.9	1	0.798	3.31	1.55	0.705	> 10.0	> 10.0	9.11	0.904	9.5	> 10.0	12.3	0.916
 MMV1142639	CC(=O)NC1=CC=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CC=C(CO)C=C1	85.9	9	1.9	> 10.0	1.16	0.655	> 10.0	> 10.0	0.612	0.859	> 10.0	> 10.0		
 MMV1142640	FC(F)(F)OC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=CS1	86.9	21	9.07	> 10.0	2.85	0.222	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142643	COC1=C(OC)C=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CC2=C(OCO2)C=C1	85.9	40	0.524	1.1	2.96	0.768	7.54	> 10.0	2.06	0.96	> 10.0	> 10.0		
 MMV1142644	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC=CC=C1	92.4	38	1.4	3.8	2.21	0.595	9.37	> 10.0	2.97	0.938	> 10.0	> 10.0		
 MMV1142646	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(Cl)=C(F)C=C1	94.6	10	3.09	3.52	16.7	0.645	> 10.0	> 10.0	8.77	0.612	5.48	5.67	64.9	0.6
 MMV1142649	CC(=O)NC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=CS1	91.3	46	0.461	3.37	1.1	0.75	3.98	> 10.0	0.814	0.982	> 10.0	> 10.0		
 MMV1142650	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(OC2=CC=CC=C2)=CC=C1	94.6	29	1.56	3.35	2.88	0.663	9.13	> 10.0	2.48	0.914	> 10.0	> 10.0		
 MMV1142651	CC(=O)NC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=C(CO)C=C1	92.4	44	2.73	8.06	2.03	0.671	7.51	> 10.0	1.63	0.966	> 10.0	> 10.0		
 MMV1142653	OCC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(OC2=CC=CC=C2)=CC=C1	92.4	10	2.23	4.64	2.99	0.337	> 10.0	> 10.0	3.57	0.188	> 10.0	> 10.0		
 MMV1142671	FC(F)(F)OC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CN=CC=C1	94.6	38	1.76	3.34	3.42	0.748	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142675	OC1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=CC(=C1)C(F)(F)F	96.7	25	6.43	> 10.0	3.46	0.251	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142680	OCC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CN=CN=C1	96.7	17	3.24	3.81	13.6	0.613	> 10.0	> 10.0	10.3	0.526	> 10.0	> 10.0		
 MMV1142684	CC(=O)NC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC2=C(OCO2)C=C1	93.5	43	3.34	3.94	13.4	0.492	9.12	> 10.0	2.37	0.964	> 10.0	> 10.0		
 MMV1142697	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=C(F)C=C1	96.7	30	2.32	4.45	3.37	0.558	> 10.0	> 10.0	2.73	0.88	> 10.0	> 10.0		
 MMV1142715	NC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CN=CC=C1	89.1	25	0.804	5.41	1.15	0.587	6.03	> 10.0	3.58	0.988	> 10.0	> 10.0		
 MMV1142719	OCC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC=CC=C1	91.3	46	0.73	3.93	1.3	0.716	8.06	> 10.0	2.14	0.888	> 10.0	> 10.0		
 MMV1142729	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC=C(C=C1)S(C)(=O)=O	93.5	8	3.75	7.89	2.96	0.544	> 10.0	> 10.0	6.82	0.682	> 10.0	> 10.0		
 MMV1142731	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(F)=CC=C1	90.2	16	2.95	3.53	12.1	0.742	> 10.0	> 10.0	8.87	0.791	> 10.0	> 10.0		
 MMV1142737	COC1=C(C=CC=C1)C1=NN2C(C=C1)=NC=C2C1=CC(=CC=C1)C(C)=O	90.2	11	4.14	8.88	2.88	0.586	> 10.0	> 10.0	0.183	0.285	> 10.0	> 10.0		
 MMV1142740	COC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC2=C(OCO2)C=C1	88.0	18	4.97	9	3.7	0.498	> 10.0	> 10.0	2.64	0.763	> 10.0	> 10.0		
 MMV1142742	OCC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(Cl)=CC=C1	88.0	47	0.582	2.73	1.42	0.52	6.38	> 10.0	1.23	0.98	> 10.0	> 10.0		
 MMV1142744	COC1=CC(=CC(OC)=C1OC)C1=CN=C2C=CC(CC3=CC=CC=C3)=NN12	93.5	24	9.26	> 10.0	16.5	0.342	> 10.0	> 10.0	1.4	0.659	> 10.0	> 10.0		
 MMV1142773	COC1=CC(=CC(OC)=C1OC)C1=NN2C(C=C1)=NC=C2C1=CC(=CC=C1)C(C)=O	89.1	40	1.11	1.39	9.54	0.57	9.27	> 10.0	2.19	0.885	> 10.0	> 10.0		
 MMV1142775	OCCNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(Cl)=CC=C1	85.9	21	3.08	3.56	15.2	0.219	> 10.0	> 10.0	1.24	0.781	> 10.0	> 10.0		
 MMV1142777	CNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(=CC=C1)C(F)(F)F	92.4	17	1.42	2.95	3.01	0.663	> 10.0	> 10.0	1.58	0.903	> 10.0	> 10.0		
 MMV1142778	COC1=C(OC)C=C(C=C1)C1=CN=C2C=CC(CC3=CC=C(F)C=C3)=NN12	96.7	26	3.43	6.11	3.8	0.0747	> 10.0	> 10.0	7.18	0.189	> 10.0	> 10.0		
 MMV1142804	COC1=CC(NC2=C3NC(=NC3=CC=N2)C2=CC3=C(OCCO3)C=C2)=CC(OC)=C1OC	83.7	47	0.494	1.67	1.8	0.692	1.86	> 10.0	0.793	0.786	> 10.0	> 10.0		
 MMV1142816	OCCNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC2=C(OCO2)C=C1	85.9	37	3.22	3.86	12.2	0.362	> 10.0	> 10.0	1.62	0.792	> 10.0	> 10.0		
 MMV1142831	FC1=CC=C(NC2=C3N=CN(CC4=CC=CC=C4)C3=CC=N2)C=C1Cl	85.9	24	3.67	> 10.0	1.48	0.272	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142862	OCCNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CN=CC=C1	85.9	19	2.34	3.93	4.25	0.42	> 10.0	> 10.0	1.56	0.733	> 10.0	> 10.0		
 MMV1142865	COC1=CC(=CC(OC)=C1OC)C1=CN=C2C=CC(CC3=CC=C(F)C=C3)=NN12	94.6	33	6.26	> 10.0	3.2	0.102	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142866	CN(C)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=COC=C1	91.3	5	8.49	9.49	19.8	0.226	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142871	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(CC3=CC=C(F)C=C3)=NN12	93.5	19	4.02	5.55	6.85	0.304	> 10.0	> 10.0	0.753	0.0911	> 10.0	> 10.0		
 MMV1142904	OCCNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(O)=CC=C1	83.7	41	8.83	9.64	25.2	0.24	9.82	> 10.0	14.1	0.658	> 10.0	> 10.0		
 MMV1142915	CS(=O)(=O)NC1=CC=CC(=C1)C1=CN=C2C=CC(CC3=CC=C(F)C=C3)=NN12	93.5	12	3.87	5.12	7.81	0.241	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142946	COC1=CC(=CC(OC)=C1OC)C1=NN2C(C=C1)=NC=C2C1=CC(OC(F)(F)F)=CC=C1	88.0	25	3.23	3.72	15.5	0.302	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142954	FC(F)(F)OC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=COC=C1	85.9	-20	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142958	O(C1=CC=CC=C1)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=COC=C1	90.2	-22	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142959	CN1C=C(C=N1)C1=CN=C2C=CC(CC3=CC=C(F)C=C3)=NN12	95.6	1	4.99	> 10.0	1.72	0.782	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1142990	COC1=CC(=CC(OC)=C1OC)C1=NN2C(C=C1)=NC=C2C1=CC(Cl)=CC=C1	92.4	25	4.31	5.69	7.92	0.391	> 10.0	> 10.0	9.46	0.786	> 10.0	> 10.0		
 MMV1143001	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(CC3=CC=C(F)C=C3)=NN12	85.9	17	1.17	1.41	11.9	0.515	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143003	NC1=NC=C(C=C1)C1=CN=C2C=CC(CC3=CC=C(F)C=C3)=NN12	96.7	37	0.39	0.455	14.2	0.359	> 10.0	> 10.0	2.46	0.531	> 10.0	> 10.0		
 MMV1143032	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(CC3=CC=CC=C3)=NN12	84.8	14	5.08	8.78	4.01	0.469	> 10.0	> 10.0	1.13	0.363	> 10.0	> 10.0		
 MMV1143038	CNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(OC(F)(F)F)=CC=C1	88.0	9	3.77	4.88	8.51	0.256	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143039	FC1=CC=C(CC2=NN3C(C=C2)=NC=C3C2=CC=NC=C2)C=C1	95.6	36	8.32	9.84	13.1	0.419	> 10.0	> 10.0	3.58	0.787	> 10.0	> 10.0		
 MMV1143040	COC1=C(OC)C=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=COC=C1	85.9	-8	> 10.0	> 10.0	16.2	0.0483	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143046	CC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=COC=C1	91.3	13	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143049	ClC1=CC=C(NC2=C3N=CN(CC4=CC=CC=C4)C3=CC=N2)C=C1	90.2	24	0.827	> 10.0	0.755	0.638	8.55	> 10.0	10.4	0.978	> 10.0	> 10.0		
 MMV1143069	ClC1=CC=C(NC2=C3NC(=NC3=CC=N2)C2=CC=CC=C2)C=C1	91.3	20	6.7	> 10.0	3.81	0.353	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143071	N(C1=CC(OC2=CC=CC=C2)=CC=C1)C1=C2NC(=NC2=CC=N1)C1=CC=CC=C1	90.2	42	3.34	3.51	45.8	0.688	> 10.0	> 10.0	1.11	0.909	> 10.0	> 10.0		
 MMV1143080	OCCNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(OC(F)(F)F)=CC=C1	95.6	34	5.01	9.96	3.2	0.416	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143085	CS(=O)(=O)C1=CC=C(C=C1)C1=CN=C2C=CC(CC3=CC=C(F)C=C3)=NN12	96.7	12	2.9	3.4	13.9	0.496	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143110	CN(C1=CC=CC=C1)C1=C2NC(=NC2=CC=N1)C1=CC=NC=C1	84.8	18	> 10.0	> 10.0			> 10.0	> 10.0	0.766	0.225	> 10.0	> 10.0		
 MMV1143118	COC1=CC=CC(NC2=C3NC(=NC3=CC=N2)C2=CC(C)=CC=C2)=C1	85.9	39	6.02	> 10.0	2.7	0.647	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143119	COC1=CC=CC(NC2=C3NC(=NC3=CC=N2)C2=CC(=CC=C2)C(F)(F)F)=C1	89.1	41	4.16	> 10.0	2.33	0.497	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143165	CC(C)C1=CC=C(NC2=C3NC(=NC3=CC=N2)C2=CC(=CC=C2)C(F)(F)F)C=C1	83.7	41	4.04	> 10.0	1.32	0.475	> 10.0	> 10.0	8.02	0.493	> 10.0	> 10.0		
 MMV1143197	FC1=CC=CC(=C1)C1=NC2=CC=NC(NC3=CC(OC4=CC=CC=C4)=CC=C3)=C2N1	93.5	36	3.68	8.85	2.5	0.399	> 10.0	> 10.0	4.02	0.911	> 10.0	> 10.0		
 MMV1143290	CC(C)C1=CC=C(NC2=C3NC(=NC3=CC=N2)C2=CC(=CC=C2)C(C)C)C=C1	96.7	45	2.41	> 10.0	1.1	0.805	> 10.0	> 10.0	1.74	0.684	> 10.0	> 10.0		
 MMV1143306	FC1=CC=C(NC2=C3NC(=NC3=CC=N2)C2=C(Cl)C=CC=C2)C=C1Cl	93.5	28	5.64	> 10.0	1.89	0.243	> 10.0	> 10.0	6.23	0.841	> 10.0	> 10.0		
 MMV1143337	COC1=CC=CC(NC2=C3NC(=NC3=CC=N2)C2=CC(OC(F)(F)F)=CC=C2)=C1	94.6	44	5.1	> 10.0	2.87	0.483	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143393	FC(F)(F)C1=CC(NC2=C3NC(=NC3=CC=N2)C2=C(Cl)C=CC=C2)=CC=C1	95.6	43	3.07	> 10.0	1.25	0.396	> 10.0	> 10.0	0.352	0.695	> 10.0	> 10.0	7.35	0.132
 MMV1143407	COC1=CC=C(NC2=C3NC(=NC3=CC=N2)C2=CC=C(C)C=C2)C=C1	84.8	45	7.4	> 10.0	3.67	0.381	> 10.0	> 10.0	7.88	0.839	> 10.0	> 10.0		
 MMV1143438	COC1=CC(CNC2=C3NC(=NC3=CC=N2)C2=C(Cl)C=CC=C2)=CC(OC)=C1OC	94.6	43	8.57	> 10.0	10.7	0.21	> 10.0	> 10.0	2.77	0.833	> 10.0	> 10.0		
 MMV1143473	COC1=CC(OC)=CC(NC(=O)C(C)(C)N2C=C(C=N2)C2=CN=CC=C2)=C1	97.6	-17	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1143482	CC(C)(N1C=C(C=N1)C1=CC2=C(OCCO2)C=C1)C(=O)NCCC1=CC=CC=C1	86.6	-14	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1144041	CC(C)(N1C=C(C=N1)C1=CC=C(OCCN2CCCC2)C=C1)C(=O)NCC1=C(Br)C=CC=C1	84.1		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1144076	CC(C)(N1C=C(C=N1)C1=CC=C(OCCN2CCCC2)C=C1)C(=O)NC1=NOC=C1	88.1		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1144078	COC1=CC(OC)=CC(NC(=O)C(C)(C)N2C=C(C=N2)C2=CC=C(OCCN3CCCC3)C=C2)=C1	84.1		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1144079	CC(C)(C)C1=CC=C(OCC(=O)NC2=CN(N=C2)C(C)(C)C(=O)NCC2=CC=CC=C2)C=C1	84.1		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
